Shift (m), Intensity (a.u.)
-1.277940784209122488e-06,1.868414520786700085e-08
-1.277540677514003850e-06,1.868604233020387269e-08
-1.277140570818885000e-06,1.868792425561044994e-08
-1.276740464123766362e-06,1.868996059193247567e-08
-1.276340357428647724e-06,1.869189666765287852e-08
-1.275940250733528874e-06,1.869383810078688518e-08
-1.275540144038410236e-06,1.869580972066069994e-08
-1.275140037343291598e-06,1.869789376061473379e-08
-1.274739930648172960e-06,1.870007379301839948e-08
-1.274339823953054110e-06,1.870216275536856339e-08
-1.273939717257935472e-06,1.870443881167823599e-08
-1.273539610562816834e-06,1.870664518180442808e-08
-1.273139503867697984e-06,1.870901657394270987e-08
-1.272739397172579346e-06,1.871155699069626303e-08
-1.272339290477460708e-06,1.871441850871924541e-08
-1.271939183782342070e-06,1.871728630545707103e-08
-1.271539077087223221e-06,1.872035792550677078e-08
-1.271138970392104583e-06,1.872366396978026149e-08
-1.270738863696985945e-06,1.872699034151720883e-08
-1.270338757001867095e-06,1.873024322953218527e-08
-1.269938650306748457e-06,1.873365053310772233e-08
-1.269538543611629819e-06,1.873726193350040790e-08
-1.269138436916511181e-06,1.874084326147787482e-08
-1.268738330221392331e-06,1.874437307972752085e-08
-1.268338223526273693e-06,1.874775955237737876e-08
-1.267938116831155055e-06,1.875138864486615243e-08
-1.267538010136036205e-06,1.875524704830478435e-08
-1.267137903440917567e-06,1.875893523038166424e-08
-1.266737796745798929e-06,1.876252498621526153e-08
-1.266337690050680291e-06,1.876613666310564992e-08
-1.265937583355561442e-06,1.876946317116160486e-08
-1.265537476660442804e-06,1.877275408190930998e-08
-1.265137369965324166e-06,1.877612091763469260e-08
-1.264737263270205316e-06,1.877965420302753964e-08
-1.264337156575086678e-06,1.878305058289935085e-08
-1.263937049879968040e-06,1.878649603679726477e-08
-1.263536943184849402e-06,1.878974609130961564e-08
-1.263136836489730552e-06,1.879324828958758578e-08
-1.262736729794611914e-06,1.879699034193496478e-08
-1.262336623099493276e-06,1.880090740028450480e-08
-1.261936516404374426e-06,1.880483503387834234e-08
-1.261536409709255788e-06,1.880885001194015200e-08
-1.261136303014137150e-06,1.881282124388340754e-08
-1.260736196319018512e-06,1.881708286259147212e-08
-1.260336089623899662e-06,1.882162473438432894e-08
-1.259935982928781024e-06,1.882618100573002975e-08
-1.259535876233662386e-06,1.883075090194472810e-08
-1.259135769538543537e-06,1.883550321636690779e-08
-1.258735662843424899e-06,1.884033420154132132e-08
-1.258335556148306261e-06,1.884504251669271948e-08
-1.257935449453187623e-06,1.884980431293080385e-08
-1.257535342758068773e-06,1.885449806372143948e-08
-1.257135236062950135e-06,1.885908579630681513e-08
-1.256735129367831497e-06,1.886382322595973930e-08
-1.256335022672712647e-06,1.886862767191063768e-08
-1.255934915977594009e-06,1.887344610246941330e-08
-1.255534809282475371e-06,1.887817326295128448e-08
-1.255134702587356733e-06,1.888283018707135881e-08
-1.254734595892237883e-06,1.888742210246437242e-08
-1.254334489197119245e-06,1.889191814111049931e-08
-1.253934382502000607e-06,1.889634163918863340e-08
-1.253534275806881758e-06,1.890080929259950828e-08
-1.253134169111763120e-06,1.890516254089683525e-08
-1.252734062416644482e-06,1.890975325783146829e-08
-1.252333955721525844e-06,1.891445489452317190e-08
-1.251933849026406994e-06,1.891902122390830467e-08
-1.251533742331288356e-06,1.892357919913313071e-08
-1.251133635636169718e-06,1.892801436339295369e-08
-1.250733528941050868e-06,1.893249384201944068e-08
-1.250333422245932230e-06,1.893721899682796064e-08
-1.249933315550813592e-06,1.894178324560900738e-08
-1.249533208855694954e-06,1.894641446784235891e-08
-1.249133102160576104e-06,1.895114379452425454e-08
-1.248732995465457466e-06,1.895597446319117870e-08
-1.248332888770338828e-06,1.896056992266540430e-08
-1.247932782075219978e-06,1.896518629565675543e-08
-1.247532675380101340e-06,1.896988091533292147e-08
-1.247132568684982702e-06,1.897444826619420767e-08
-1.246732461989864064e-06,1.897886744344259750e-08
-1.246332355294745215e-06,1.898321471461275690e-08
-1.245932248599626577e-06,1.898754628318027849e-08
-1.245532141904507939e-06,1.899162843606834994e-08
-1.245132035209389089e-06,1.899563655031642234e-08
-1.244731928514270451e-06,1.899976998308612272e-08
-1.244331821819151813e-06,1.900379199100045609e-08
-1.243931715124033175e-06,1.900797397211145231e-08
-1.243531608428914325e-06,1.901210788499315839e-08
-1.243131501733795687e-06,1.901625775944542151e-08
-1.242731395038677049e-06,1.902030025399803671e-08
-1.242331288343558199e-06,1.902410192497618908e-08
-1.241931181648439561e-06,1.902772537425906763e-08
-1.241531074953320923e-06,1.903154117660676379e-08
-1.241130968258202285e-06,1.903536610075210962e-08
-1.240730861563083647e-06,1.903936767228254322e-08
-1.240330754867964798e-06,1.904347932170178096e-08
-1.239930648172846160e-06,1.904764402381712246e-08
-1.239530541477727310e-06,1.905151311750052070e-08
-1.239130434782608672e-06,1.905527138476387713e-08
-1.238730328087490034e-06,1.905908963748228415e-08
-1.238330221392371396e-06,1.906292653973315892e-08
-1.237930114697252758e-06,1.906630278840649201e-08
-1.237530008002133908e-06,1.906948646726408386e-08
-1.237129901307015270e-06,1.907249734470098425e-08
-1.236729794611896420e-06,1.907557464219245970e-08
-1.236329687916777782e-06,1.907863444771455134e-08
-1.235929581221659144e-06,1.908154657185925548e-08
-1.235529474526540506e-06,1.908429492285731682e-08
-1.235129367831421868e-06,1.908707456984585678e-08
-1.234729261136303018e-06,1.908997091099212179e-08
-1.234329154441184380e-06,1.909299173281456259e-08
-1.233929047746065531e-06,1.909609553999551941e-08
-1.233528941050946893e-06,1.909909545024375952e-08
-1.233128834355828255e-06,1.910206479748801996e-08
-1.232728727660709617e-06,1.910514092545430118e-08
-1.232328620965590979e-06,1.910824485294231212e-08
-1.231928514270472129e-06,1.911120179392896051e-08
-1.231528407575353491e-06,1.911418676195149337e-08
-1.231128300880234641e-06,1.911722477869823369e-08
-1.230728194185116003e-06,1.912011111601069204e-08
-1.230328087489997365e-06,1.912296007891345964e-08
-1.229927980794878727e-06,1.912571220847667849e-08
-1.229527874099760089e-06,1.912836646730049522e-08
-1.229127767404641239e-06,1.913095787147303465e-08
-1.228727660709522601e-06,1.913349399389377453e-08
-1.228327554014403752e-06,1.913608215070146138e-08
-1.227927447319285114e-06,1.913843904614468409e-08
-1.227527340624166476e-06,1.914078829468711437e-08
-1.227127233929047838e-06,1.914286056729996219e-08
-1.226727127233929200e-06,1.914478691802297873e-08
-1.226327020538810350e-06,1.914679509721244288e-08
-1.225926913843691712e-06,1.914889028964746543e-08
-1.225526807148572862e-06,1.915089334605521419e-08
-1.225126700453454224e-06,1.915276308076344346e-08
-1.224726593758335586e-06,1.915457650546978884e-08
-1.224326487063216948e-06,1.915624669103921248e-08
-1.223926380368098310e-06,1.915784342194649621e-08
-1.223526273672979460e-06,1.915924737190985215e-08
-1.223126166977860822e-06,1.916050237302414685e-08
-1.222726060282741973e-06,1.916169584347987748e-08
-1.222325953587623335e-06,1.916285149532765203e-08
-1.221925846892504696e-06,1.916381204416213566e-08
-1.221525740197386058e-06,1.916466007470807834e-08
-1.221125633502267420e-06,1.916535358470986096e-08
-1.220725526807148571e-06,1.916595405380142475e-08
-1.220325420112029933e-06,1.916653994970625188e-08
-1.219925313416911083e-06,1.916702754805288982e-08
-1.219525206721792445e-06,1.916741461681049247e-08
-1.219125100026673807e-06,1.916755529782507632e-08
-1.218724993331555169e-06,1.916766024638497426e-08
-1.218324886636436531e-06,1.916764849414083034e-08
-1.217924779941317681e-06,1.916755248783222408e-08
-1.217524673246199043e-06,1.916714675320300063e-08
-1.217124566551080193e-06,1.916637428713547493e-08
-1.216724459855961555e-06,1.916556383053423505e-08
-1.216324353160842917e-06,1.916471560527065777e-08
-1.215924246465724279e-06,1.916360082209946071e-08
-1.215524139770605641e-06,1.916218385572340130e-08
-1.215124033075486792e-06,1.916073232599307973e-08
-1.214723926380368154e-06,1.915908882121375311e-08
-1.214323819685249304e-06,1.915718557648287834e-08
-1.213923712990130666e-06,1.915510353239581404e-08
-1.213523606295012028e-06,1.915282310552849574e-08
-1.213123499599893390e-06,1.915007925958042475e-08
-1.212723392904774752e-06,1.914729867205581422e-08
-1.212323286209655902e-06,1.914455251144620271e-08
-1.211923179514537264e-06,1.914159407462420474e-08
-1.211523072819418414e-06,1.913841125126362620e-08
-1.211122966124299776e-06,1.913502960385895485e-08
-1.210722859429181138e-06,1.913138012412473393e-08
-1.210322752734062500e-06,1.912756368825762445e-08
-1.209922646038943862e-06,1.912337011167140505e-08
-1.209522539343825013e-06,1.911910643772505895e-08
-1.209122432648706375e-06,1.911464012188557991e-08
-1.208722325953587525e-06,1.911008178496080759e-08
-1.208322219258468887e-06,1.910519561711143617e-08
-1.207922112563350249e-06,1.910015129824537710e-08
-1.207522005868231611e-06,1.909498359716595811e-08
-1.207121899173112973e-06,1.908956381083055448e-08
-1.206721792477994123e-06,1.908409752104012669e-08
-1.206321685782875485e-06,1.907852276541881955e-08
-1.205921579087756635e-06,1.907279884714389526e-08
-1.205521472392637997e-06,1.906665992599258611e-08
-1.205121365697519359e-06,1.906030099638503868e-08
-1.204721259002400721e-06,1.905374593778904796e-08
-1.204321152307282083e-06,1.904696955475280227e-08
-1.203921045612163233e-06,1.903993243271137883e-08
-1.203520938917044595e-06,1.903289810284450344e-08
-1.203120832221925746e-06,1.902596134824666283e-08
-1.202720725526807108e-06,1.901886133069418791e-08
-1.202320618831688470e-06,1.901163393661520197e-08
-1.201920512136569832e-06,1.900438762679219850e-08
-1.201520405441451194e-06,1.899680064219461269e-08
-1.201120298746332344e-06,1.898900170022648309e-08
-1.200720192051213706e-06,1.898133334188103625e-08
-1.200320085356094856e-06,1.897376182555570056e-08
-1.199919978660976218e-06,1.896627481896453910e-08
-1.199519871965857580e-06,1.895853895251431705e-08
-1.199119765270738942e-06,1.895054011360659439e-08
-1.198719658575620304e-06,1.894244494511480749e-08
-1.198319551880501454e-06,1.893445845873962381e-08
-1.197919445185382816e-06,1.892647147949313378e-08
-1.197519338490263967e-06,1.891830509710847176e-08
-1.197119231795145329e-06,1.890998531328219348e-08
-1.196719125100026691e-06,1.890175215346516780e-08
-1.196319018404908053e-06,1.889343959437256821e-08
-1.195918911709789415e-06,1.888516437495053202e-08
-1.195518805014670565e-06,1.887673018197436886e-08
-1.195118698319551927e-06,1.886822170942644452e-08
-1.194718591624433077e-06,1.885984374364267408e-08
-1.194318484929314439e-06,1.885139494543349039e-08
-1.193918378234195801e-06,1.884290510241306112e-08
-1.193518271539077163e-06,1.883419697446731184e-08
-1.193118164843958525e-06,1.882554094705198889e-08
-1.192718058148839675e-06,1.881675343241616909e-08
-1.192317951453721037e-06,1.880793799430442687e-08
-1.191917844758602187e-06,1.879914071952131883e-08
-1.191517738063483549e-06,1.879021359387576330e-08
-1.191117631368364911e-06,1.878129868410895929e-08
-1.190717524673246273e-06,1.877218785811786990e-08
-1.190317417978127635e-06,1.876312064979932622e-08
-1.189917311283008786e-06,1.875396051460884278e-08
-1.189517204587890148e-06,1.874461959251871510e-08
-1.189117097892771298e-06,1.873521063363643237e-08
-1.188716991197652660e-06,1.872568853359046136e-08
-1.188316884502534022e-06,1.871619632910953960e-08
-1.187916777807415384e-06,1.870682857695696000e-08
-1.187516671112296746e-06,1.869720236888017191e-08
-1.187116564417177896e-06,1.868749221157163993e-08
-1.186716457722059258e-06,1.867760761512061101e-08
-1.186316351026940620e-06,1.866773622611192547e-08
-1.185916244331821770e-06,1.865787487770437448e-08
-1.185516137636703132e-06,1.864791372176613938e-08
-1.185116030941584494e-06,1.863792131477126621e-08
-1.184715924246465856e-06,1.862800340629047781e-08
-1.184315817551347007e-06,1.861811219710551741e-08
-1.183915710856228369e-06,1.860806653419818427e-08
-1.183515604161109731e-06,1.859817493004080765e-08
-1.183115497465990881e-06,1.858824969298031299e-08
-1.182715390770872243e-06,1.857820336305150763e-08
-1.182315284075753605e-06,1.856793857959367417e-08
-1.181915177380634967e-06,1.855759959737362336e-08
-1.181515070685516117e-06,1.854716404794305404e-08
-1.181114963990397479e-06,1.853663204141003555e-08
-1.180714857295278841e-06,1.852588033605124076e-08
-1.180314750600159991e-06,1.851504351916602923e-08
-1.179914643905041353e-06,1.850409551000636462e-08
-1.179514537209922715e-06,1.849310957641947369e-08
-1.179114430514804077e-06,1.848197097282985023e-08
-1.178714323819685227e-06,1.847089418544931048e-08
-1.178314217124566589e-06,1.845979105696143450e-08
-1.177914110429447951e-06,1.844870631100277863e-08
-1.177514003734329102e-06,1.843755930593247272e-08
-1.177113897039210464e-06,1.842628804378015338e-08
-1.176713790344091826e-06,1.841493744930597615e-08
-1.176313683648973188e-06,1.840389541481085445e-08
-1.175913576953854338e-06,1.839282498918222968e-08
-1.175513470258735700e-06,1.838176331949956640e-08
-1.175113363563617062e-06,1.837093475757263443e-08
-1.174713256868498212e-06,1.835993247629979012e-08
-1.174313150173379574e-06,1.834874927491884709e-08
-1.173913043478260936e-06,1.833744412841895293e-08
-1.173512936783142298e-06,1.832613250554691007e-08
-1.173112830088023448e-06,1.831491379938612069e-08
-1.172712723392904810e-06,1.830380782501481648e-08
-1.172312616697786172e-06,1.829274981888012293e-08
-1.171912510002667323e-06,1.828167039348867444e-08
-1.171512403307548685e-06,1.827081166072392247e-08
-1.171112296612430047e-06,1.826019238509868985e-08
-1.170712189917311409e-06,1.824978681463224221e-08
-1.170312083222192559e-06,1.823959407994649616e-08
-1.169911976527073921e-06,1.822914632806850727e-08
-1.169511869831955283e-06,1.821854019357933630e-08
-1.169111763136836433e-06,1.820782752768443106e-08
-1.168711656441717795e-06,1.819692279303614109e-08
-1.168311549746599157e-06,1.818606585660123233e-08
-1.167911443051480519e-06,1.817518844841764019e-08
-1.167511336356361669e-06,1.816435761912575702e-08
-1.167111229661243031e-06,1.815345609635993080e-08
-1.166711122966124393e-06,1.814260184893303499e-08
-1.166311016271005543e-06,1.813182458566460282e-08
-1.165910909575886905e-06,1.812104961404477228e-08
-1.165510802880768267e-06,1.811039460013262163e-08
-1.165110696185649629e-06,1.809975856558624159e-08
-1.164710589490530780e-06,1.808908583197012860e-08
-1.164310482795412142e-06,1.807845877522224364e-08
-1.163910376100293504e-06,1.806778733173659747e-08
-1.163510269405174654e-06,1.805715623196065843e-08
-1.163110162710056016e-06,1.804659636167258280e-08
-1.162710056014937378e-06,1.803636533914147106e-08
-1.162309949319818740e-06,1.802621068782692034e-08
-1.161909842624699890e-06,1.801591441033736198e-08
-1.161509735929581252e-06,1.800577077104158694e-08
-1.161109629234462614e-06,1.799575659419766514e-08
-1.160709522539343764e-06,1.798582193467257986e-08
-1.160309415844225126e-06,1.797580864827420115e-08
-1.159909309149106488e-06,1.796571375876696052e-08
-1.159509202453987850e-06,1.795554791200145954e-08
-1.159109095758869001e-06,1.794549038625153067e-08
-1.158708989063750363e-06,1.793551087719157378e-08
-1.158308882368631725e-06,1.792562738998922020e-08
-1.157908775673512875e-06,1.791579748641714813e-08
-1.157508668978394237e-06,1.790595064621359066e-08
-1.157108562283275599e-06,1.789610865191656686e-08
-1.156708455588156961e-06,1.788629715487021453e-08
-1.156308348893038111e-06,1.787669610357471985e-08
-1.155908242197919473e-06,1.786716588104116799e-08
-1.155508135502800835e-06,1.785779539960604146e-08
-1.155108028807681985e-06,1.784847015371860258e-08
-1.154707922112563347e-06,1.783906382247098895e-08
-1.154307815417444709e-06,1.782973249083646400e-08
-1.153907708722326071e-06,1.782059908804306204e-08
-1.153507602027207222e-06,1.781161534582139118e-08
-1.153107495332088584e-06,1.780253389270938822e-08
-1.152707388636969946e-06,1.779342055854082525e-08
-1.152307281941851096e-06,1.778436343007637211e-08
-1.151907175246732458e-06,1.777538485557455852e-08
-1.151507068551613820e-06,1.776649999118927807e-08
-1.151106961856495182e-06,1.775779013419014100e-08
-1.150706855161376332e-06,1.774933774786835551e-08
-1.150306748466257694e-06,1.774104858615389531e-08
-1.149906641771139056e-06,1.773281088581968409e-08
-1.149506535076020206e-06,1.772476136372417450e-08
-1.149106428380901568e-06,1.771703720427262051e-08
-1.148706321685782930e-06,1.770955799991350915e-08
-1.148306214990664292e-06,1.770207847340279703e-08
-1.147906108295545442e-06,1.769475436941903523e-08
-1.147506001600426804e-06,1.768784330089187008e-08
