Shift (m), Intensity (a.u.)
1.616431048279541062e-07,9.890312245430917997e-09
1.620432115230729559e-07,9.972190759086655443e-09
1.624433182181915939e-07,1.005442045889729802e-08
1.628434249133102319e-07,1.013694418139817259e-08
1.632435316084288699e-07,1.021959177612194147e-08
1.636436383035477197e-07,1.030256940440408467e-08
1.640437449986663577e-07,1.038600410995733963e-08
1.644438516937849957e-07,1.046981063128452626e-08
1.648439583889038455e-07,1.055393115370093854e-08
1.652440650840224835e-07,1.063852790116749287e-08
1.656441717791411215e-07,1.072334835727727579e-08
1.660442784742597595e-07,1.080832863815532249e-08
1.664443851693786093e-07,1.089355768276508753e-08
1.668444918644972473e-07,1.097914498868175896e-08
1.672445985596158853e-07,1.106465861170523483e-08
1.676447052547347350e-07,1.115011743396575479e-08
1.680448119498533730e-07,1.123572225721581293e-08
1.684449186449720110e-07,1.132146667838770865e-08
1.688450253400906490e-07,1.140729448136062185e-08
1.692451320352094988e-07,1.149323788094589507e-08
1.696452387303281368e-07,1.157960883723127314e-08
1.700453454254467748e-07,1.166632799586414363e-08
1.704454521205656246e-07,1.175321531432708939e-08
1.708455588156842626e-07,1.184009952145377036e-08
1.712456655108029006e-07,1.192721799176144475e-08
1.716457722059215386e-07,1.201447329291821353e-08
1.720458789010403884e-07,1.210183832752928002e-08
1.724459855961590264e-07,1.218942223849949181e-08
1.728460922912776644e-07,1.227707291094972041e-08
1.732461989863965141e-07,1.236476925480909766e-08
1.736463056815151521e-07,1.245235484732019394e-08
1.740464123766337901e-07,1.253993052807713163e-08
1.744465190717524281e-07,1.262756955890264872e-08
1.748466257668712779e-07,1.271507894738554303e-08
1.752467324619899159e-07,1.280291637826112147e-08
1.756468391571085539e-07,1.289084364161684218e-08
1.760469458522271919e-07,1.297894941564666097e-08
1.764470525473460417e-07,1.306723465581023574e-08
1.768471592424646797e-07,1.315546694980105327e-08
1.772472659375833177e-07,1.324349146773791401e-08
1.776473726327021675e-07,1.333128531659031687e-08
1.780474793278208055e-07,1.341905704996236170e-08
1.784475860229394435e-07,1.350666556122768133e-08
1.788476927180580815e-07,1.359432334851303582e-08
1.792477994131769312e-07,1.368169669641810343e-08
1.796479061082955692e-07,1.376898910355758527e-08
1.800480128034142072e-07,1.385601504095083679e-08
1.804481194985330570e-07,1.394282741751898633e-08
1.808482261936516950e-07,1.402935120025815699e-08
1.812483328887703330e-07,1.411566021159284333e-08
1.816484395838889710e-07,1.420197993181135028e-08
1.820485462790078208e-07,1.428837981835817579e-08
1.824486529741264588e-07,1.437486695098071968e-08
1.828487596692450968e-07,1.446123640857965844e-08
1.832488663643639466e-07,1.454741956534978390e-08
1.836489730594825846e-07,1.463325384105054941e-08
1.840490797546012226e-07,1.471911493999700285e-08
1.844491864497198606e-07,1.480494176774042317e-08
1.848492931448387103e-07,1.489053985951652322e-08
1.852493998399573483e-07,1.497585436472536037e-08
1.856495065350759863e-07,1.506101179145707926e-08
1.860496132301948361e-07,1.514597093954327100e-08
1.864497199253134741e-07,1.523081733919230929e-08
1.868498266204321121e-07,1.531536147440640278e-08
1.872499333155507501e-07,1.539947099402003908e-08
1.876500400106695999e-07,1.548310695936778131e-08
1.880501467057882379e-07,1.556662572582406041e-08
1.884502534009068759e-07,1.564980865074227274e-08
1.888503600960257257e-07,1.573293451815002674e-08
1.892504667911443637e-07,1.581583859301283082e-08
1.896505734862630017e-07,1.589831033010656433e-08
1.900506801813816397e-07,1.598057846823079741e-08
1.904507868765004894e-07,1.606254730125152684e-08
1.908508935716191274e-07,1.614407338185574271e-08
1.912510002667377654e-07,1.622525318055871386e-08
1.916511069618566152e-07,1.630604878200495004e-08
1.920512136569752532e-07,1.638650302361564599e-08
1.924513203520938912e-07,1.646675234429392032e-08
1.928514270472125292e-07,1.654669659668950583e-08
1.932515337423313790e-07,1.662627634359116082e-08
1.936516404374500170e-07,1.670552251120357161e-08
1.940517471325686550e-07,1.678432619812757878e-08
1.944518538276875048e-07,1.686279906048782281e-08
1.948519605228061428e-07,1.694092639246799012e-08
1.952520672179247808e-07,1.701864383383622398e-08
1.956521739130434188e-07,1.709583522580075271e-08
1.960522806081622685e-07,1.717260721405319792e-08
1.964523873032809065e-07,1.724901658650482935e-08
1.968524939983995445e-07,1.732500476376619980e-08
1.972526006935183943e-07,1.740065538243250105e-08
1.976527073886370323e-07,1.747569950389665492e-08
1.980528140837556703e-07,1.755020744257128856e-08
1.984529207788743083e-07,1.762438358404343721e-08
1.988530274739931581e-07,1.769812293503527970e-08
1.992531341691117961e-07,1.777149362483201423e-08
1.996532408642304341e-07,1.784446498994327063e-08
2.000533475593492839e-07,1.791690151269748141e-08
2.004534542544679219e-07,1.798887687418458837e-08
2.008535609495865599e-07,1.806056733883003983e-08
2.012536676447051979e-07,1.813210116323144028e-08
2.016537743398240476e-07,1.820330876277468548e-08
2.020538810349426856e-07,1.827407245169720205e-08
2.024539877300613236e-07,1.834433371117868508e-08
2.028540944251801734e-07,1.841422500063409770e-08
2.032542011202988114e-07,1.848357405014704888e-08
2.036543078154174494e-07,1.855254253858152573e-08
2.040544145105360874e-07,1.862130512443459246e-08
2.044545212056549372e-07,1.868962531028022905e-08
2.048546279007735752e-07,1.875741979702790891e-08
2.052547345958922132e-07,1.882455898363403292e-08
2.056548412910110630e-07,1.889136277855105788e-08
2.060549479861297010e-07,1.895733550788910111e-08
2.064550546812483390e-07,1.902303511793663795e-08
2.068551613763669770e-07,1.908834319894086353e-08
2.072552680714858267e-07,1.915305720503353420e-08
2.076553747666044647e-07,1.921720565770304948e-08
2.080554814617231027e-07,1.928091293492229435e-08
2.084555881568419525e-07,1.934416350621372307e-08
2.088556948519605905e-07,1.940688417391904738e-08
2.092558015470792285e-07,1.946938431758476687e-08
2.096559082421978665e-07,1.953120316140421906e-08
2.100560149373167163e-07,1.959227036157202549e-08
2.104561216324353543e-07,1.965267566482361328e-08
2.108562283275539923e-07,1.971231105518305960e-08
2.112563350226728421e-07,1.977150887381437406e-08
2.116564417177914801e-07,1.983001593983333205e-08
2.120565484129101181e-07,1.988794536901199936e-08
2.124566551080287561e-07,1.994505593887875657e-08
2.128567618031476058e-07,2.000157364182576475e-08
2.132568684982662438e-07,2.005744947803046498e-08
2.136569751933848818e-07,2.011250630523286297e-08
2.140570818885037316e-07,2.016686767654520146e-08
2.144571885836223696e-07,2.022068076489469009e-08
2.148572952787410076e-07,2.027371738179559371e-08
2.152574019738596456e-07,2.032608648120406984e-08
2.156575086689784954e-07,2.037763670989069509e-08
2.160576153640971334e-07,2.042852317726423681e-08
2.164577220592157714e-07,2.047875066541535282e-08
2.168578287543346212e-07,2.052837143805706742e-08
2.172579354494532592e-07,2.057743395406957782e-08
2.176580421445718972e-07,2.062591908287516554e-08
2.180581488396905352e-07,2.067341066196297911e-08
2.184582555348093849e-07,2.071994197056137418e-08
2.188583622299280229e-07,2.076566371427578986e-08
2.192584689250466609e-07,2.081079311366488021e-08
2.196585756201655107e-07,2.085503381279338181e-08
2.200586823152841487e-07,2.089863592748741240e-08
2.204587890104027867e-07,2.094185777229858571e-08
2.208588957055214247e-07,2.098436948478842133e-08
2.212590024006402745e-07,2.102617365043130760e-08
2.216591090957589125e-07,2.106741109781266613e-08
2.220592157908775505e-07,2.110784494780930035e-08
2.224593224859964003e-07,2.114746631647795606e-08
2.228594291811150383e-07,2.118608364038203646e-08
2.232595358762336763e-07,2.122387796638079197e-08
2.236596425713523143e-07,2.126065057534877240e-08
2.240597492664711640e-07,2.129677114473145612e-08
2.244598559615898020e-07,2.133227769583859948e-08
2.248599626567084400e-07,2.136727102300978473e-08
2.252600693518272898e-07,2.140115449819121952e-08
2.256601760469459278e-07,2.143440582172634766e-08
2.260602827420645658e-07,2.146707883981306801e-08
2.264603894371832038e-07,2.149910989745040082e-08
2.268604961323020536e-07,2.153030840497067448e-08
2.272606028274206916e-07,2.156064149945718771e-08
2.276607095225393296e-07,2.159052916570563779e-08
2.280608162176581794e-07,2.161984342312290832e-08
2.284609229127768174e-07,2.164844568614890149e-08
2.288610296078954554e-07,2.167649592128671478e-08
2.292611363030140934e-07,2.170358808921838203e-08
2.296612429981329431e-07,2.173020655873934733e-08
2.300613496932515811e-07,2.175609623783432201e-08
2.304614563883702191e-07,2.178138264400560276e-08
2.308615630834890689e-07,2.180593109808881215e-08
2.312616697786077069e-07,2.182997980531824966e-08
2.316617764737263449e-07,2.185324657037420184e-08
2.320618831688449829e-07,2.187560666255006498e-08
2.324619898639638327e-07,2.189748226214524462e-08
2.328620965590824707e-07,2.191854998247880726e-08
2.332622032542011087e-07,2.193880029828293152e-08
2.336623099493199585e-07,2.195824987931606993e-08
2.340624166444385965e-07,2.197694830292751188e-08
2.344625233395572345e-07,2.199519809690516796e-08
2.348626300346758725e-07,2.201285524749991045e-08
2.352627367297947222e-07,2.202977730381796748e-08
2.356628434249133602e-07,2.204607272541853167e-08
2.360629501200319982e-07,2.206189162395212419e-08
2.364630568151508480e-07,2.207690902980101182e-08
2.368631635102694860e-07,2.209114719633201285e-08
2.372632702053881240e-07,2.210452744714857028e-08
2.376633769005067620e-07,2.211736679516720049e-08
2.380634835956256118e-07,2.212944987878138657e-08
2.384635902907442498e-07,2.214093314856136142e-08
2.388636969858628878e-07,2.215192462095001451e-08
2.392638036809817376e-07,2.216254834755535253e-08
2.396639103761003756e-07,2.217239156912694349e-08
2.400640170712190136e-07,2.218141844410063434e-08
2.404641237663376516e-07,2.218965456585361498e-08
2.408642304614565013e-07,2.219716199366649861e-08
2.412643371565751393e-07,2.220412661412922308e-08
2.416644438516937773e-07,2.221045661140485360e-08
2.420645505468126271e-07,2.221587768259952221e-08
2.424646572419312651e-07,2.222025096247802570e-08
2.428647639370499031e-07,2.222379094392184349e-08
2.432648706321685411e-07,2.222664591656609078e-08
2.436649773272873909e-07,2.222882083924578518e-08
2.440650840224060289e-07,2.223032263496968390e-08
2.444651907175246669e-07,2.223125322906311026e-08
2.448652974126435167e-07,2.223139734712624464e-08
2.452654041077621547e-07,2.223079530465126465e-08
2.456655108028807927e-07,2.222945326039002025e-08
2.460656174979994307e-07,2.222763829135867353e-08
2.464657241931182804e-07,2.222491556156976948e-08
2.468658308882369184e-07,2.222135007587952751e-08
2.472659375833555565e-07,2.221705370172776715e-08
2.476660442784741945e-07,2.221202683723537240e-08
2.480661509735930442e-07,2.220654895913380699e-08
2.484662576687116822e-07,2.220059587681531192e-08
2.488663643638303202e-07,2.219381360994139100e-08
2.492664710589491700e-07,2.218620752100371973e-08
2.496665777540678080e-07,2.217826403459066158e-08
2.500666844491864460e-07,2.216973258291896201e-08
2.504667911443050840e-07,2.216073192922885835e-08
2.508668978394239338e-07,2.215103762276837106e-08
2.512670045345425718e-07,2.214069431552307291e-08
2.516671112296612098e-07,2.212975370448618051e-08
2.520672179247800595e-07,2.211842133578819773e-08
2.524673246198986975e-07,2.210661618649832206e-08
2.528674313150173356e-07,2.209429700909011396e-08
2.532675380101359736e-07,2.208143784739367543e-08
2.536676447052548233e-07,2.206769877985703977e-08
2.540677514003734613e-07,2.205340305101077429e-08
2.544678580954920993e-07,2.203822296815920118e-08
2.548679647906109491e-07,2.202239225874845115e-08
2.552680714857295871e-07,2.200586216295322509e-08
2.556681781808482251e-07,2.198867970112244905e-08
2.560682848759668631e-07,2.197110278774796787e-08
2.564683915710857129e-07,2.195289226222969430e-08
2.568684982662043509e-07,2.193383536755206390e-08
2.572686049613229889e-07,2.191405740522755845e-08
2.576687116564418386e-07,2.189384459768041430e-08
2.580688183515604766e-07,2.187311095776562603e-08
2.584689250466791147e-07,2.185164249354386814e-08
2.588690317417977527e-07,2.182949939059886420e-08
2.592691384369166024e-07,2.180691887787194613e-08
2.596692451320352404e-07,2.178376009404752858e-08
2.600693518271538784e-07,2.176004097416823552e-08
2.604694585222727282e-07,2.173578587563010090e-08
2.608695652173913662e-07,2.171080855798322532e-08
2.612696719125100042e-07,2.168582668676787872e-08
2.616697786076286422e-07,2.166051592475290080e-08
2.620698853027474920e-07,2.163485715938618199e-08
2.624699919978661300e-07,2.160853935494750591e-08
2.628700986929847680e-07,2.158168346468277034e-08
2.632702053881036177e-07,2.155439360347639068e-08
2.636703120832222557e-07,2.152646381751001987e-08
2.640704187783408938e-07,2.149817790724705885e-08
2.644705254734595318e-07,2.146985048123255900e-08
2.648706321685783815e-07,2.144114703398281999e-08
2.652707388636970195e-07,2.141174014518255220e-08
2.656708455588156575e-07,2.138184881622735523e-08
2.660709522539345073e-07,2.135151349530466508e-08
2.664710589490531453e-07,2.132094358812934745e-08
2.668711656441717833e-07,2.129003633808895477e-08
2.672712723392904213e-07,2.125856579050617601e-08
2.676713790344092711e-07,2.122702213453880490e-08
2.680714857295279091e-07,2.119539836340972861e-08
2.684715924246465471e-07,2.116308567889116290e-08
2.688716991197653968e-07,2.113042906809869185e-08
2.692718058148840348e-07,2.109748804255915750e-08
2.696719125100026729e-07,2.106414757841668063e-08
2.700720192051213109e-07,2.103070293200316240e-08
2.704721259002401606e-07,2.099716815123453647e-08
2.708722325953587986e-07,2.096349474277419873e-08
2.712723392904774366e-07,2.092926702409129528e-08
2.716724459855962864e-07,2.089463410248201200e-08
2.720725526807149244e-07,2.085977358436317305e-08
2.724726593758335624e-07,2.082475588112464780e-08
2.728727660709522004e-07,2.078908308398267985e-08
2.732728727660710502e-07,2.075288192430367252e-08
2.736729794611896882e-07,2.071630586618972857e-08
2.740730861563083262e-07,2.067973337709193267e-08
2.744731928514271759e-07,2.064313144612855452e-08
2.748732995465458140e-07,2.060643802343932072e-08
2.752734062416644520e-07,2.056980512301105024e-08
2.756735129367830900e-07,2.053296226484939218e-08
2.760736196319019397e-07,2.049592053343651955e-08
2.764737263270205777e-07,2.045878248202941839e-08
2.768738330221392157e-07,2.042160992562601126e-08
2.772739397172580655e-07,2.038414784896698449e-08
2.776740464123767035e-07,2.034627983717536503e-08
2.780741531074953415e-07,2.030830374724131525e-08
2.784742598026139795e-07,2.027018899996878507e-08
2.788743664977328293e-07,2.023193808533427359e-08
2.792744731928514673e-07,2.019332218668031860e-08
2.796745798879701053e-07,2.015434093613919091e-08
2.800746865830889550e-07,2.011520710009856681e-08
2.804747932782075931e-07,2.007597074933316373e-08
2.808748999733262311e-07,2.003623470718715587e-08
2.812750066684448691e-07,1.999591581189151753e-08
2.816751133635637188e-07,1.995534491508310389e-08
2.820752200586823568e-07,1.991462978383759668e-08
2.824753267538009948e-07,1.987390271597143511e-08
2.828754334489198446e-07,1.983311131706508715e-08
2.832755401440384826e-07,1.979219521208779096e-08
2.836756468391571206e-07,1.975104205562365388e-08
2.840757535342757586e-07,1.970954744931445055e-08
2.844758602293946084e-07,1.966772200058317082e-08
2.848759669245132464e-07,1.962580876072675337e-08
2.852760736196318844e-07,1.958390645074163623e-08
2.856761803147507341e-07,1.954177460293141709e-08
2.860762870098693722e-07,1.949937048064136185e-08
2.864763937049880102e-07,1.945687769164017443e-08
2.868765004001066482e-07,1.941422819638988035e-08
2.872766070952254979e-07,1.937143592106841613e-08
2.876767137903441359e-07,1.932855359555730611e-08
2.880768204854627739e-07,1.928579943468777633e-08
2.884769271805816237e-07,1.924321868147008645e-08
2.888770338757002617e-07,1.920061248151136343e-08
2.892771405708188997e-07,1.915798556754851403e-08
2.896772472659375377e-07,1.911530069890616052e-08
2.900773539610563875e-07,1.907242491316108389e-08
2.904774606561750255e-07,1.902954547010209414e-08
2.908775673512936635e-07,1.898659283208056798e-08
2.912776740464125132e-07,1.894366434383271884e-08
2.916777807415311513e-07,1.890044955058408616e-08
2.920778874366497893e-07,1.885710904773619913e-08
2.924779941317684273e-07,1.881375974390484448e-08
2.928781008268872770e-07,1.877047093905757086e-08
2.932782075220059150e-07,1.872714082861138140e-08
2.936783142171245530e-07,1.868384421047805271e-08
2.940784209122434028e-07,1.864052127885238241e-08
2.944785276073620408e-07,1.859711850929241209e-08
2.948786343024806788e-07,1.855381920961167048e-08
2.952787409975993168e-07,1.851043089782080759e-08
2.956788476927181666e-07,1.846698327877361126e-08
2.960789543878368046e-07,1.842334648002562162e-08
2.964790610829554426e-07,1.837954573929679549e-08
2.968791677780742923e-07,1.833569980624258300e-08
2.972792744731929304e-07,1.829202604556202561e-08
2.976793811683115684e-07,1.824853537375397039e-08
2.980794878634302064e-07,1.820490671939154044e-08
2.984795945585490561e-07,1.816150978402553104e-08
2.988797012536676941e-07,1.811825353866518156e-08
2.992798079487863321e-07,1.807519351520691670e-08
2.996799146439051819e-07,1.803231049095605748e-08
3.000800213390238199e-07,1.798966421361469122e-08
3.004801280341424579e-07,1.794703611418273134e-08
3.008802347292610959e-07,1.790466146514027318e-08
3.012803414243799457e-07,1.786253438270778237e-08
3.016804481194985837e-07,1.782047811322530969e-08
3.020805548146172217e-07,1.777850736714585685e-08
3.024806615097360715e-07,1.773660958992432462e-08
3.028807682048547095e-07,1.769472771158164843e-08
3.032808748999733475e-07,1.765285970910024001e-08
3.036809815950919855e-07,1.761095769537458411e-08
3.040810882902108352e-07,1.756897113476209227e-08
3.044811949853294732e-07,1.752715091273950341e-08
3.048813016804481112e-07,1.748562695644712633e-08
3.052814083755669610e-07,1.744433158946782067e-08
3.056815150706855990e-07,1.740330799165657258e-08
3.060816217658042370e-07,1.736242742324234003e-08
3.064817284609228750e-07,1.732177774427249456e-08
3.068818351560417248e-07,1.728135606659419554e-08
3.072819418511603628e-07,1.724102564961454151e-08
3.076820485462790008e-07,1.720081784419255879e-08
3.080821552413978506e-07,1.716084799414971396e-08
3.084822619365164886e-07,1.712099340372867490e-08
3.088823686316351266e-07,1.708145873805328424e-08
3.092824753267537646e-07,1.704220090952106477e-08
3.096825820218726143e-07,1.700300437247566259e-08
3.100826887169912523e-07,1.696411847814753459e-08
3.104827954121098903e-07,1.692525857913494218e-08
3.108829021072287401e-07,1.688652350008590725e-08
3.112830088023473781e-07,1.684787003225431779e-08
3.116831154974660161e-07,1.680945265026308119e-08
3.120832221925846541e-07,1.677127570792807814e-08
3.124833288877035039e-07,1.673325345626394818e-08
3.128834355828221419e-07,1.669551552296554357e-08
3.132835422779407799e-07,1.665804862873537596e-08
3.136836489730596297e-07,1.662081614612009994e-08
3.140837556681782677e-07,1.658376140922119590e-08
3.144838623632969057e-07,1.654689250661832140e-08
3.148839690584155437e-07,1.651019105978826555e-08
3.152840757535343934e-07,1.647367458385918631e-08
3.156841824486530314e-07,1.643732428171617116e-08
3.160842891437716694e-07,1.640111402566454148e-08
3.164843958388905192e-07,1.636514285163324298e-08
3.168845025340091572e-07,1.632948618764200732e-08
3.172846092291277952e-07,1.629412810752880900e-08
3.176847159242464332e-07,1.625911692304786187e-08
3.180848226193652830e-07,1.622430722579651965e-08
3.184849293144839210e-07,1.618975638145349876e-08
3.188850360096025590e-07,1.615537277761802237e-08
3.192851427047211970e-07,1.612119608151519391e-08
3.196852493998400468e-07,1.608731372962855353e-08
3.200853560949586848e-07,1.605367634406003050e-08
3.204854627900773228e-07,1.602030085154543937e-08
3.208855694851961725e-07,1.598725180037391907e-08
3.212856761803148105e-07,1.595446739608615049e-08
3.216857828754334485e-07,1.592212030653544371e-08
3.220858895705520865e-07,1.589019530762642631e-08
3.224859962656709363e-07,1.585842817031002907e-08
3.228861029607895743e-07,1.582699739637140933e-08
3.232862096559082123e-07,1.579590759426699477e-08
3.236863163510270621e-07,1.576499371921393873e-08
3.240864230461457001e-07,1.573446377464781362e-08
3.244865297412643381e-07,1.570422758277699052e-08
3.248866364363829761e-07,1.567428401840539047e-08
3.252867431315018259e-07,1.564477488255285987e-08
3.256868498266204639e-07,1.561563306189507426e-08
3.260869565217391019e-07,1.558674376597217215e-08
3.264870632168579516e-07,1.555815175921001818e-08
3.268871699119765896e-07,1.552997852686292087e-08
3.272872766070952276e-07,1.550204904338874443e-08
3.276873833022138656e-07,1.547460895860791428e-08
3.280874899973327154e-07,1.544753088593519801e-08
3.284875966924513534e-07,1.542074599150794348e-08
3.288877033875699914e-07,1.539416544491051919e-08
3.292878100826888412e-07,1.536791062400977787e-08
3.296879167778074792e-07,1.534214247372008161e-08
3.300880234729261172e-07,1.531665748519112358e-08
3.304881301680447552e-07,1.529149626038334141e-08
3.308882368631636050e-07,1.526682798715730805e-08
3.312883435582822430e-07,1.524253229830961775e-08
3.316884502534008810e-07,1.521848016640980524e-08
3.320885569485197307e-07,1.519479837556169657e-08
3.324886636436383687e-07,1.517145474040487284e-08
3.328887703387570067e-07,1.514852564970048521e-08
3.332888770338756447e-07,1.512597405718573296e-08
3.336889837289944945e-07,1.510390248913925535e-08
3.340890904241131325e-07,1.508218598808395577e-08
3.344891971192317705e-07,1.506067890118836428e-08
3.348893038143506203e-07,1.503950929798093659e-08
3.352894105094692583e-07,1.501842541136709860e-08
3.356895172045878963e-07,1.499756959980464788e-08
3.360896238997065343e-07,1.497703928285947767e-08
3.364897305948253841e-07,1.495684584619189623e-08
3.368898372899440221e-07,1.493697147658790266e-08
3.372899439850626601e-07,1.491736178324893749e-08
3.376900506801815098e-07,1.489818160211033340e-08
3.380901573753001478e-07,1.487932570803177984e-08
3.384902640704187858e-07,1.486076739229369275e-08
3.388903707655374238e-07,1.484252389888160688e-08
3.392904774606562736e-07,1.482450764419319189e-08
3.396905841557749116e-07,1.480663347496087275e-08
3.400906908508935496e-07,1.478888797656194816e-08
3.404907975460123994e-07,1.477140903741000096e-08
3.408909042411310374e-07,1.475423717776669255e-08
3.412910109362496754e-07,1.473735058861372070e-08
3.416911176313683134e-07,1.472083941797218463e-08
3.420912243264871632e-07,1.470460031922167066e-08
3.424913310216058012e-07,1.468876474991520770e-08
3.428914377167244392e-07,1.467321624938141983e-08
3.432915444118432889e-07,1.465791024643606915e-08
3.436916511069619269e-07,1.464281517647111199e-08
3.440917578020805649e-07,1.462801990934285786e-08
3.444918644971992029e-07,1.461349755394166998e-08
3.448919711923180527e-07,1.459914950040977559e-08
3.452920778874366907e-07,1.458499066564610382e-08
3.456921845825553287e-07,1.457127261180530940e-08
3.460922912776741785e-07,1.455788058995408540e-08
3.464923979727928165e-07,1.454471262161337071e-08
3.468925046679114545e-07,1.453184639176810339e-08
3.472926113630300925e-07,1.451934774785132228e-08
3.476927180581489423e-07,1.450709455971460929e-08
3.480928247532675803e-07,1.449505163643544813e-08
3.484929314483862183e-07,1.448323067458044412e-08
3.488930381435050680e-07,1.447162126380852105e-08
3.492931448386237060e-07,1.446025621309415566e-08
3.496932515337423440e-07,1.444934708440795384e-08
3.500933582288609820e-07,1.443874615960014612e-08
3.504934649239798318e-07,1.442855146309094034e-08
3.508935716190984698e-07,1.441865227787335200e-08
3.512936783142171078e-07,1.440911265482693854e-08
3.516937850093359576e-07,1.440007720004844270e-08
3.520938917044545956e-07,1.439134636537695342e-08
3.524939983995732336e-07,1.438295498775780902e-08
3.528941050946918716e-07,1.437465113106794689e-08
3.532942117898107214e-07,1.436678755687509824e-08
3.536943184849293594e-07,1.435924000590023313e-08
3.540944251800479974e-07,1.435188240950919285e-08
3.544945318751668471e-07,1.434497534209891306e-08
3.548946385702854851e-07,1.433852771046432961e-08
3.552947452654041231e-07,1.433254149832466424e-08
3.556948519605227612e-07,1.432686136136149560e-08
3.560949586556416109e-07,1.432150306906038574e-08
3.564950653507602489e-07,1.431624909111710488e-08
3.568951720458788869e-07,1.431131960110187658e-08
3.572952787409977367e-07,1.430639518915335047e-08
3.576953854361163747e-07,1.430179294626978995e-08
3.580954921312350127e-07,1.429752329699967228e-08
3.584955988263536507e-07,1.429355304707583823e-08
3.588957055214725005e-07,1.428981482727832030e-08
3.592958122165911385e-07,1.428645615676096272e-08
3.596959189117097765e-07,1.428338654661812622e-08
3.600960256068286262e-07,1.428050044660851585e-08
3.604961323019472642e-07,1.427785944300372911e-08
3.608962389970659022e-07,1.427544615190548124e-08
3.612963456921845403e-07,1.427324560272713378e-08
3.616964523873033900e-07,1.427132471591195247e-08
3.620965590824220280e-07,1.426939745932591751e-08
3.624966657775406660e-07,1.426802753230476916e-08
3.628967724726595158e-07,1.426686525118240062e-08
3.632968791677781538e-07,1.426599050891957998e-08
3.636969858628967918e-07,1.426506662628081059e-08
3.640970925580154298e-07,1.426441733549024727e-08
3.644971992531342796e-07,1.426386564662193721e-08
3.648973059482529176e-07,1.426356899408595587e-08
3.652974126433715556e-07,1.426366078996736519e-08
3.656975193384904053e-07,1.426402071530948808e-08
3.660976260336090433e-07,1.426476111221124946e-08
3.664977327287276813e-07,1.426594063847439483e-08
3.668978394238463194e-07,1.426785539887204263e-08
3.672979461189651691e-07,1.427008314146270093e-08
3.676980528140838071e-07,1.427278893673662165e-08
3.680981595092024451e-07,1.427581213052435881e-08
3.684982662043212949e-07,1.427905419735947314e-08
3.688983728994399329e-07,1.428250196497356601e-08
3.692984795945585709e-07,1.428610639244354845e-08
3.696985862896772089e-07,1.429013338787052335e-08
3.700986929847960587e-07,1.429449483712560070e-08
3.704987996799146967e-07,1.429931556760246798e-08
3.708989063750333347e-07,1.430435541418608898e-08
3.712990130701521844e-07,1.430955084501249499e-08
3.716991197652708224e-07,1.431517057473756752e-08
3.720992264603894604e-07,1.432100900919302150e-08
3.724993331555080985e-07,1.432722374968652422e-08
3.728994398506269482e-07,1.433353506294020773e-08
3.732995465457455862e-07,1.433967258971822064e-08
3.736996532408642242e-07,1.434599701447359666e-08
3.740997599359830740e-07,1.435251398212486367e-08
3.744998666311017120e-07,1.435925310829538674e-08
3.748999733262203500e-07,1.436622824259145796e-08
3.753000800213389880e-07,1.437320222059004812e-08
3.757001867164578378e-07,1.438015102652449318e-08
3.761002934115764758e-07,1.438734049307476722e-08
3.765004001066951138e-07,1.439482642783303953e-08
3.769005068018139635e-07,1.440277193110416825e-08
3.773006134969326015e-07,1.441098838130195820e-08
3.777007201920512395e-07,1.441907716240347292e-08
3.781008268871698776e-07,1.442756762189949226e-08
3.785009335822887273e-07,1.443626544454686850e-08
3.789010402774073653e-07,1.444503561614434647e-08
3.793011469725260033e-07,1.445412338646030859e-08
3.797012536676448531e-07,1.446340738380676429e-08
3.801013603627634911e-07,1.447332398304741213e-08
3.805014670578821291e-07,1.448354232064180303e-08
3.809015737530007671e-07,1.449405806569790785e-08
3.813016804481196169e-07,1.450484500700773360e-08
3.817017871432382549e-07,1.451595195675959372e-08
3.821018938383568929e-07,1.452695316067988516e-08
3.825020005334757426e-07,1.453793122309891649e-08
3.829021072285943806e-07,1.454900388033487583e-08
3.833022139237130187e-07,1.456024743099803474e-08
3.837023206188316567e-07,1.457172357574525883e-08
3.841024273139505064e-07,1.458344700202196939e-08
3.845025340090691444e-07,1.459515539817417175e-08
3.849026407041877824e-07,1.460711011847345942e-08
3.853027473993066322e-07,1.461909107393374160e-08
3.857028540944252702e-07,1.463096073141477730e-08
3.861029607895439082e-07,1.464282941919770004e-08
3.865030674846625462e-07,1.465485497696256463e-08
3.869031741797813960e-07,1.466716601385434209e-08
3.873032808749000340e-07,1.467964282735773653e-08
3.877033875700186720e-07,1.469208953505366166e-08
3.881034942651375217e-07,1.470451716615687463e-08
3.885036009602561597e-07,1.471709465426005287e-08
3.889037076553747978e-07,1.473001638981155897e-08
3.893038143504934358e-07,1.474296437359546539e-08
3.897039210456122855e-07,1.475604322926492260e-08
3.901040277407309235e-07,1.476932678156703746e-08
3.905041344358495615e-07,1.478292603628503890e-08
3.909042411309681995e-07,1.479668906129710446e-08
3.913043478260870493e-07,1.481062417716787657e-08
3.917044545212056873e-07,1.482489930831108867e-08
3.921045612163243253e-07,1.483928459622288930e-08
3.925046679114431751e-07,1.485377662728565443e-08
3.929047746065618131e-07,1.486820565331948050e-08
3.933048813016804511e-07,1.488288199185797729e-08
3.937049879967990891e-07,1.489763880302702225e-08
3.941050946919179388e-07,1.491210635351693186e-08
